ticker,ann_return,ann_vol,sharpe,max_dd,alpha,beta,info_ratio,pct_positive,skewness
PSA,0.22103834112196696,0.17229686515370674,1.138371113263443,-0.0929150396934401,0.155755586159259,0.6193422385694944,0.7048526076130625,0.6610169491525424,0.09365282230415366
PSKY,0.20650953470260358,0.2913402429970782,0.7245832347010298,-0.39467333379522596,0.05394811114225995,1.9428988666222604,0.6073314479357244,0.6271186440677966,0.14898029572190605
PSX,0.2989703648104838,0.26208891776521315,1.0630274589568762,-0.18638544137245625,0.14585508093068889,1.5794975330218262,0.8900871388813012,0.6818181818181818,-0.19460021101149466
PTC,0.09434736576766634,0.34890952743890014,0.36654448470746664,-0.3662958457208826,-0.04021789050926261,2.070771217918395,0.1650109984697419,0.5254237288135594,1.1277288894919255
PWR,-0.03174003090149846,0.20590691654613705,-0.14839792554207643,-0.4550137074848969,-0.06832830308855664,0.490628051922249,-0.5428119664289318,0.4576271186440678,-0.1896763248106488
QCOM,0.004706543153920384,0.2243163950888963,0.04696649266556588,-0.3640245477359173,-0.08556049745395311,1.2219226291560417,-0.4058506280609685,0.5423728813559322,-0.39226365593873713
RCL,0.19788853763899872,0.32610055879575056,0.65590341191801,-0.5038943961800842,0.07942995869372949,1.682584977291923,0.48627127567983636,0.5932203389830508,0.4015832360564586
REG,0.1394869714731093,0.20191793400992344,0.6529926434428527,-0.23236489978661146,0.04700769181775866,1.0524520015302772,0.31380856287652115,0.6271186440677966,-0.2142436487846387
REGN,0.7601812482712642,0.440295684522495,1.4594411559616627,-0.1598813157352375,0.7365982466052956,0.9536320335171794,1.3169705143974961,0.6101694915254238,1.703421137948616
RF,0.07757620798427167,0.2896488088312672,0.34392021156660724,-0.5617184202975611,-0.04755174519332417,1.8177593913820653,0.08252009793950027,0.6440677966101694,-0.9499502453541334
RJF,0.11608826609531375,0.2159455260890768,0.5259540803517522,-0.31491794977874643,0.001151516556157528,1.3786343689824612,0.21279330475603508,0.559322033898305,0.11731987974785413
RL,0.019289674112255684,0.2641606660563483,0.12774217973365726,-0.39507149235485367,-0.05035793445006376,1.0460375081262356,-0.2040640550973364,0.5423728813559322,0.33726409521273226
RMD,0.13000694794575973,0.22504858588406743,0.5679309404284905,-0.2826448711763427,0.06718592189347206,0.7677617739402934,0.2222236146367451,0.6271186440677966,0.33720015857372543
ROK,0.07312503616094368,0.24281960429633515,0.3305391968154605,-0.4015221882028776,-0.023974073200638824,1.2814719804958614,-0.006638237757153807,0.559322033898305,0.10807387155944374
ROL,0.17684592386342013,0.17486210759404341,0.9087977420659076,-0.1052126908707418,0.11692276726771911,0.5864665237180245,0.4605631504276531,0.6101694915254238,0.6964494626042641
ROP,0.20583478483978968,0.17655607670163312,1.0406136160017379,-0.20221026966192843,0.10525066743090661,1.020685372878419,0.784533741906028,0.5423728813559322,1.0080989528223372
ROST,0.28823201708329993,0.207687490603423,1.2377476362284316,-0.2163177062206961,0.20203584425348864,0.8783640796571894,0.9689978367965779,0.5932203389830508,0.2874895437859203
RSG,0.10769953366518825,0.13647535493064303,0.6754697878751256,-0.141338706525737,0.04721166916191577,0.5636489408490952,0.08184152545850569,0.6271186440677966,-0.14985583516888315
RTX,0.059295914436260366,0.1772684361941336,0.3020015340216486,-0.26123792672610446,-0.03822252192386588,1.1336015243121031,-0.23564426865356142,0.5084745762711864,0.10112684790440099
RVTY,0.17177814157495308,0.21254530303462724,0.762613789843679,-0.3264832627649894,0.08358504018482238,0.9999590032582523,0.4535693743256091,0.5932203389830508,0.06145690608628457
SATS,0.07625751644253942,0.3124531120718413,0.3272975425802024,-0.4467635383027012,-0.010486171532948285,1.3832392513832321,0.07639990763900181,0.4745762711864407,0.2801100388253567
SBAC,0.21214995173318685,0.19121462073253304,1.0058490933411512,-0.18080320294854296,0.13369867687066495,0.8116474926237182,0.6613746371891426,0.6271186440677966,-0.2756954201938259
SBUX,0.33147997164607346,0.19754171122075273,1.464404448905953,-0.20831519659986322,0.24884286725791638,0.7969822589845975,1.1814008319715716,0.7288135593220338,-0.35776580016574017
SCHW,0.14474122162300307,0.2602200252932604,0.5760448091355542,-0.401064707415788,0.03050691780855619,1.4691733446440043,0.33646528283583654,0.576271186440678,-0.09874828200869541
SHW,0.2716047137910722,0.18906457636482407,1.2715414785750365,-0.2250253807864395,0.18277747869553962,0.8750346653372949,0.9945771527045437,0.6440677966101694,0.09678537345601233
SJM,0.17785365184937696,0.16203983301194,0.9745469350118726,-0.13429356723300104,0.11330730995009364,0.6143385038521407,0.502055590453823,0.6101694915254238,0.12489047718014425
SLB,-0.03187279064355497,0.2785193254221378,-0.04687854095441179,-0.3997131611001348,-0.13524538180375656,1.6110112197568822,-0.4352132436364083,0.4576271186440678,0.03862278718880969
SMCI,0.11934561146475597,0.40533756391402953,0.4401087804043116,-0.5524079162263295,0.09318994692495108,1.0908880142537165,0.25158547888292804,0.559322033898305,-0.38123216400783394
SNA,0.2760412199823363,0.1954096407964178,1.2550531589003178,-0.2847905797294928,0.1467730116507766,1.3183832542359761,1.3002327293443534,0.6779661016949152,0.005691646806699086
SNPS,0.11144209216103662,0.15347542159763533,0.6380818998139078,-0.13528138863240835,0.034566234420217556,0.7835697952121307,0.130251877382509,0.5423728813559322,0.19059113497207988
SO,0.09526193481518463,0.11710447066571127,0.669934186273062,-0.15416360104352322,0.07992618803480078,0.016097194592090587,-0.018875392545752424,0.6610169491525424,-0.8024181605698122
SPG,0.1912408932155698,0.17479852988519598,0.9803366151412608,-0.17074983373530664,0.11840297842113845,0.7227081601780526,0.5740615449053273,0.6440677966101694,0.37754896899902146
SPGI,0.24258438700198748,0.2081058099265363,1.0625134787247605,-0.18574374529665721,0.15065842959793807,0.9804771625718667,0.803169971939918,0.6949152542372882,-0.45052520520038586
SRE,0.1645404861707238,0.12874652171644527,1.1009672851246481,-0.14118754520526683,0.109808354213907,0.45499846880260175,0.45114415235199595,0.711864406779661,-0.4005951804768342
STE,0.19217912387152736,0.19396269187076137,0.9049918523515504,-0.1806499147543445,0.0901848448270599,1.0898450433053681,0.6406109787369981,0.6440677966101694,0.45218660352694523
STLD,0.02509528329395616,0.3228791006109956,0.17743030368982413,-0.46319797172391003,-0.08170944562026283,1.744075226668096,-0.09150097887929669,0.5423728813559322,0.03682277588460048
STT,0.09395321660383149,0.2347146094876971,0.4135043712835625,-0.30239554352254905,-0.017364720425743663,1.4047961470903545,0.08893663524337173,0.576271186440678,0.6691585328758886
STX,0.2648329237564093,0.4743128410301021,0.6759912284181439,-0.43496673584539175,0.13391773493438408,2.382515616395617,0.5738183527369969,0.576271186440678,1.0475305560967696
STZ,0.505176353578936,0.2995925151009135,1.4542612871881735,-0.1960701745966195,0.4283070498184314,0.9055625782175548,1.2624589127647805,0.6610169491525424,2.0434296273521992
SW,0.22330584579151047,0.41647165489013255,0.6422704877873083,-0.535156317092449,0.13888451709530192,1.676667832246354,0.49458483488318045,0.559322033898305,0.4092917164381474
SWK,0.1077943673164945,0.24257963113725253,0.4605602240523721,-0.3511483967619007,-0.0026723916910283974,1.402812149434815,0.16314234624544718,0.6101694915254238,0.6370877679261762
SWKS,0.20067475446339977,0.375743442336113,0.6234793030421495,-0.5486921858153732,0.14313769584853286,1.2231017008993188,0.43822327933821253,0.5932203389830508,0.0754782978234142
SYK,0.11960350522936447,0.17470337525569166,0.6221220041919229,-0.2476806613089157,0.034052692805190965,0.921582561668023,0.19679334777132804,0.6101694915254238,0.2907686967107675
SYY,0.10743530766247567,0.13883401990189806,0.6638087014311902,-0.18909416183074138,0.045840284652877594,0.579463237914077,0.0811220139260449,0.576271186440678,0.300307932965532
T,0.12085140195374366,0.13597577536475872,0.76448543062753,-0.10231269577839497,0.07466730061349192,0.38901517259746493,0.15271775565852377,0.559322033898305,0.11526048000915272
TAP,0.1825065056834243,0.1994098604738882,0.8434591045372128,-0.18042585566466893,0.10231061837766675,0.8631489450753773,0.5014673778400781,0.5932203389830508,0.6662798808126124
TDG,0.3448345142137701,0.1836170260442097,1.615400003080332,-0.11092977460712922,0.260921885818179,0.7666256997409235,1.3226636759860695,0.6779661016949152,0.009893422470229405
TDY,0.13636919715905815,0.17271588713734382,0.7151626336157881,-0.17033024123186988,0.052678125772583684,0.8837912617488083,0.3016669776660446,0.5932203389830508,-0.09024742202940485
TECH,0.07200551133287614,0.17368446513068753,0.37427508920486,-0.20802785983218192,0.01938861509640777,0.5614690084542465,-0.09801407842584858,0.5254237288135594,-0.14318017668018834
TEL,0.14879116843464368,0.22635339887131617,0.6390439969606759,-0.23149531333219614,0.034850897079652166,1.3530909981909918,0.37740320649432063,0.6101694915254238,0.5172417800243775
TER,0.04917182300389289,0.28727665766414673,0.23629549641063755,-0.40901789998228555,-0.05120466853729022,1.4755437550555495,-0.05780272487909357,0.5084745762711864,0.8297805183050333
TFC,0.09474571295013012,0.173135712480451,0.49820021974477036,-0.22089548862095665,0.004160647280901264,1.0067973953000566,0.037044696216397076,0.5932203389830508,-0.6233396520436529
TGT,0.08662637758318459,0.1880493019295864,0.42886283822164994,-0.1948610681228892,0.032986061663139,0.5904379116610529,-0.004972403745579007,0.559322033898305,0.8798101811521251
TJX,0.26453293588626114,0.15225058975502703,1.5023732296126913,-0.16151581662166983,0.19764587859902027,0.5765496466928824,1.0134959607592262,0.6949152542372882,-0.5020285044442647
TKO,0.1351027977680792,0.47893790723446716,0.4682207100480652,-0.6094180605385686,0.1730961874239736,0.7791051263661511,0.30302338368167386,0.5254237288135594,0.1420226055796282
TMO,0.20890685248005014,0.19794930899358007,0.9631968235274727,-0.3129105556906774,0.1189788060583683,0.9530375922294412,0.6662721613924949,0.6101694915254238,0.09480798153406965
TMUS,0.13025617953234403,0.41635568038140597,0.4507632486269252,-0.6620111914919515,0.09984370508304541,1.1297644804954954,0.268559145912922,0.4915254237288136,0.5080666478490699
TPL,0.29257696446163384,0.3637361778624612,0.8301775479052652,-0.4238630628964023,0.22528926461205567,1.190188008602508,0.654344031590673,0.559322033898305,0.7097101320811879
TPR,-0.07296457584457583,0.3012627874688239,-0.16993678823311534,-0.5854388977276583,-0.13280382195878537,1.1091683886164778,-0.48753557083359916,0.4406779661016949,0.7036018119909316
